FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2016,186,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2017,214,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2018,216,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2019,229,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2020,247,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2021,240,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2022,229,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2023,251,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,THV,Valori in migliaia,2024,292,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2015,33.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2016,35.3,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2017,36.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2018,35.3,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2019,36.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2020,39.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2021,40.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2022,37.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2023,35.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_M,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - maschi,HSC_S,Per 100 persone sole con le stesse caratteristiche,2024,37.5,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2015,512,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2016,527,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2017,562,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2018,598,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2019,585,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2020,560,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2021,577,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2022,553,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2023,545,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,THV,Valori in migliaia,2024,607,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2015,68.3,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2016,68.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2017,68.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2018,67.5,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2019,66.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2020,66.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2021,68.2,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2022,69.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2023,68.2,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_F,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - femmine,HSC_S,Per 100 persone sole con le stesse caratteristiche,2024,68.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2015,688,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2016,713,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2017,775,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2018,814,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2019,814,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2020,806,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2021,816,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2022,782,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2023,796,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,THV,Valori in migliaia,2024,899,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2015,54.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2016,55.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2017,55.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2018,54.3,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2019,53.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2020,55.2,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2021,56.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2022,55.5,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2023,53.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_H60OVER_T,Persone sole di 60 anni e più persone sole di 60 anni e più (media biennale) - totale,HSC_S,Per 100 persone sole con le stesse caratteristiche,2024,54,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2015,192,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2016,199,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2017,191,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2018,188,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2019,197,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2020,204,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2021,214,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2022,212,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2023,166,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,THV,Valori in migliaia,2024,165,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2015,4.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2016,4.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2017,4.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2018,4.3,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2019,4.5,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2020,4.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2021,4.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2022,4.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2023,3.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_H5MORE,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con più di 5 componenti,HSC_F,Per 100 famiglie con le stesse caratteristiche,2024,3.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2015,152,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2016,151,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2017,161,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2018,170,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2019,153,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2020,163,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2021,162,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2022,134,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2023,124,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,THV,Valori in migliaia,2024,125,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2015,3.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2016,3.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2017,3.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2018,3.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2019,3.5,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2020,3.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2021,3.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2022,3.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2023,2.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_HAGG,Famiglie e nuclei familiari per tipologia (media biennale) -  famiglie con aggregati e più nuclei,HSC_F,Per 100 famiglie con le stesse caratteristiche,2024,2.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2015,1494,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2016,1506,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2017,1454,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2018,1440,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2019,1464,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2020,1420,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2021,1406,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2022,1420,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2023,1377,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,THV,Valori in migliaia,2024,1326,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2015,51.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2016,51.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2017,50.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2018,50.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2019,51.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2020,49.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2021,49.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2022,50.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2023,48.8,,
A,Annuale,ITC4,Lombardia,AVTYPE_HYESCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie con figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2024,47.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2015,994,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2016,1018,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2017,1005,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2018,967,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2019,952,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2020,986,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2021,1014,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2022,989,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2023,1003,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,THV,Valori in migliaia,2024,1005,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2015,34.4,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2016,35.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2017,34.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2018,34.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2019,33.7,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2020,34.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2021,35.6,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2022,35.1,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2023,35.5,,
A,Annuale,ITC4,Lombardia,AVTYPE_HNOCHI,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - coppie senza figli,HSC_N,Per 100 nuclei con le stesse caratteristiche,2024,35.9,,
A,Annuale,ITC4,Lombardia,AVTYPE_HONEP,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - monogenitori,THV,Valori in migliaia,2015,398,,
A,Annuale,ITC4,Lombardia,AVTYPE_HONEP,Famiglie e nuclei familiari per tipologia (media biennale) -  nuclei familiari - monogenitori,THV,Valori in migliaia,2016,375,,
